activity_id,activity_date,advisor_id,rm_id,activity_type,product_discussed,asset_class_discussed,engagement_score,next_step_required,completed_followup,days_to_followup,meeting_duration_minutes
AC000230,2025-10-26,A0103,RM005,Product Education,Opportunistic Credit Fund II,Private Credit,53,Yes,Yes,6.0,36
AC000231,2025-05-15,A0057,RM015,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,51,No,No,,21
AC000232,2025-12-27,A0117,RM010,Webinar,Direct Lending Income Fund V,Private Credit,37,Yes,Yes,24.0,50
AC000233,2025-09-30,A0017,RM002,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,55,Yes,Yes,14.0,53
AC000234,2025-05-16,A0107,RM004,Intro Call,Direct Lending Income Fund V,Private Credit,56,Yes,Yes,23.0,41
AC000235,2025-08-17,A0267,RM007,Due Diligence Meeting,Growth Equity Partners III,Private Equity,100,Yes,Yes,23.0,70
AC000236,2026-01-23,A0050,RM015,Product Education,Value-Add Real Estate Fund IV,Real Estate,61,Yes,Yes,9.0,27
AC000237,2025-12-08,A0040,RM001,Intro Call,Private Equity Buyout Fund VII,Private Equity,67,Yes,No,6.0,35
AC000238,2025-07-27,A0046,RM009,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,62,No,No,,37
AC000239,2025-05-10,A0031,RM010,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,74,No,No,,87
AC000240,2026-03-28,A0347,RM003,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,43,No,No,,53
AC000241,2025-08-03,A0379,RM010,In-person Meeting,Growth Equity Partners III,Private Equity,74,Yes,Yes,9.0,98
AC000242,2026-04-20,A0022,RM003,Due Diligence Meeting,Senior Direct Lending Fund VI,Private Credit,69,No,No,,100
AC000243,2026-02-26,A0309,RM008,Product Education,Senior Direct Lending Fund VI,Private Credit,66,Yes,Yes,4.0,19
AC000244,2025-07-22,A0299,RM006,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,70,No,No,,89
AC000245,2025-10-26,A0400,RM006,Intro Call,Private Equity Buyout Fund VII,Private Equity,79,Yes,Yes,27.0,48
AC000246,2026-04-01,A0134,RM006,Product Education,Opportunistic Real Estate Fund VI,Real Estate,36,Yes,No,9.0,36
AC000247,2025-07-28,A0108,RM008,In-person Meeting,Real Estate Income Fund II,Real Estate,58,No,No,,104
AC000248,2025-11-09,A0183,RM014,In-person Meeting,Growth Equity Partners III,Private Equity,51,No,No,,59
AC000249,2025-07-04,A0343,RM004,Portfolio Review,Direct Lending Income Fund V,Private Credit,66,Yes,Yes,16.0,37
AC000250,2025-12-29,A0296,RM001,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,76,Yes,Yes,11.0,69
AC000251,2025-06-08,A0187,RM009,Follow-up Call,Direct Lending Income Fund V,Private Credit,72,Yes,No,28.0,35
AC000252,2025-06-19,A0094,RM005,Intro Call,Growth Equity Partners III,Private Equity,42,Yes,Yes,13.0,20
AC000253,2025-11-24,A0296,RM001,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,55,No,No,,52
AC000254,2025-05-20,A0343,RM004,In-person Meeting,Direct Lending Income Fund V,Private Credit,90,Yes,Yes,7.0,55
AC000255,2025-11-11,A0157,RM016,Product Education,Private Equity Buyout Fund VII,Private Equity,94,Yes,Yes,6.0,27
AC000256,2025-06-16,A0272,RM012,In-person Meeting,Real Estate Income Fund II,Real Estate,67,Yes,Yes,16.0,97
AC000257,2025-11-17,A0157,RM016,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,74,Yes,Yes,6.0,27
AC000258,2025-09-04,A0191,RM014,Intro Call,Growth Equity Partners III,Private Equity,32,No,No,,45
AC000259,2026-02-08,A0208,RM014,Due Diligence Meeting,Growth Equity Partners III,Private Equity,79,Yes,Yes,10.0,81
AC000260,2026-03-18,A0316,RM001,Intro Call,Direct Lending Income Fund V,Private Credit,40,Yes,Yes,21.0,48
AC000261,2025-06-16,A0395,RM002,Webinar,Private Equity Buyout Fund VII,Private Equity,45,No,No,,46
AC000262,2026-02-23,A0179,RM015,Follow-up Call,Direct Lending Income Fund V,Private Credit,64,No,No,,34
AC000263,2025-07-13,A0130,RM009,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,75,Yes,Yes,29.0,47
AC000264,2025-05-09,A0145,RM006,Due Diligence Meeting,Core Infrastructure Income Fund III,Infrastructure,70,Yes,Yes,17.0,97
AC000265,2025-06-08,A0048,RM007,Webinar,Core Infrastructure Income Fund III,Infrastructure,59,No,No,,45
AC000266,2025-07-14,A0112,RM013,Due Diligence Meeting,Opportunistic Credit Fund II,Private Credit,98,Yes,Yes,4.0,73
AC000267,2025-06-05,A0032,RM001,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,93,Yes,Yes,5.0,98
AC000268,2026-02-18,A0172,RM009,Portfolio Review,Global Infrastructure Partners IV,Infrastructure,70,Yes,Yes,27.0,81
AC000269,2025-08-19,A0061,RM006,Intro Call,Growth Equity Partners III,Private Equity,60,Yes,Yes,29.0,19
AC000270,2026-03-08,A0134,RM006,Webinar,Global Infrastructure Partners IV,Infrastructure,33,Yes,No,15.0,44
AC000271,2025-09-09,A0323,RM016,Product Education,Opportunistic Credit Fund II,Private Credit,69,Yes,No,13.0,44
AC000272,2025-05-23,A0094,RM005,Portfolio Review,Private Equity Buyout Fund VII,Private Equity,61,Yes,No,25.0,58
AC000273,2025-10-22,A0247,RM013,Due Diligence Meeting,Senior Direct Lending Fund VI,Private Credit,54,Yes,Yes,9.0,77
AC000274,2025-11-07,A0360,RM013,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,76,No,No,,80
AC000275,2025-11-06,A0228,RM009,Intro Call,Direct Lending Income Fund V,Private Credit,58,No,No,,60
AC000276,2025-08-27,A0071,RM003,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,67,Yes,Yes,7.0,65
AC000277,2025-06-08,A0132,RM007,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,71,Yes,No,7.0,35
AC000278,2025-08-18,A0237,RM008,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,79,Yes,Yes,29.0,74
AC000279,2025-09-24,A0201,RM008,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,73,No,No,,15
AC000280,2026-04-16,A0052,RM006,In-person Meeting,Real Estate Income Fund II,Real Estate,99,Yes,Yes,24.0,88
AC000281,2025-08-20,A0180,RM008,Due Diligence Meeting,Core Infrastructure Income Fund III,Infrastructure,91,Yes,No,9.0,85
AC000282,2025-10-26,A0217,RM006,Product Education,Real Estate Income Fund II,Real Estate,64,Yes,No,8.0,36
AC000283,2025-06-17,A0101,RM005,Product Education,Private Equity Buyout Fund VII,Private Equity,48,Yes,Yes,6.0,45
AC000284,2026-03-17,A0247,RM013,Product Education,Value-Add Real Estate Fund IV,Real Estate,56,No,No,,31
AC000285,2025-05-31,A0029,RM002,Intro Call,Private Equity Buyout Fund VII,Private Equity,67,Yes,No,12.0,52
AC000286,2025-12-08,A0128,RM002,Intro Call,Real Estate Income Fund II,Real Estate,32,No,No,,28
AC000287,2025-09-28,A0326,RM014,Product Education,Growth Equity Partners III,Private Equity,54,No,No,,22
AC000288,2025-12-15,A0098,RM009,Webinar,Opportunistic Credit Fund II,Private Credit,66,No,No,,28
AC000289,2025-07-11,A0243,RM013,In-person Meeting,Growth Equity Partners III,Private Equity,74,Yes,Yes,8.0,70
AC000290,2025-07-16,A0162,RM015,Intro Call,Core Infrastructure Income Fund III,Infrastructure,40,No,No,,17
AC000291,2026-04-26,A0120,RM009,Intro Call,Growth Equity Partners III,Private Equity,43,Yes,Yes,16.0,35
AC000292,2026-01-07,A0367,RM002,Intro Call,Core Infrastructure Income Fund III,Infrastructure,53,Yes,Yes,11.0,47
AC000293,2025-06-05,A0132,RM007,Follow-up Call,Growth Equity Partners III,Private Equity,76,Yes,Yes,3.0,36
AC000294,2025-06-14,A0090,RM014,Product Education,Value-Add Real Estate Fund IV,Real Estate,56,Yes,No,17.0,50
AC000295,2025-09-07,A0363,RM012,Webinar,Growth Equity Partners III,Private Equity,73,Yes,Yes,29.0,46
AC000296,2025-08-01,A0305,RM007,Webinar,Real Estate Income Fund II,Real Estate,37,No,No,,30
AC000297,2026-01-04,A0276,RM005,Product Education,Growth Equity Partners III,Private Equity,64,No,No,,18
AC000298,2025-12-31,A0024,RM008,Intro Call,Value-Add Real Estate Fund IV,Real Estate,39,No,No,,28
AC000299,2025-10-06,A0046,RM009,Product Education,Opportunistic Credit Fund II,Private Credit,78,No,No,,32
AC000300,2025-09-13,A0258,RM009,Portfolio Review,Opportunistic Credit Fund II,Private Credit,67,Yes,Yes,16.0,118
AC000301,2026-02-07,A0077,RM005,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,51,Yes,Yes,26.0,89
AC000302,2025-12-13,A0086,RM003,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,63,Yes,Yes,6.0,83
AC000303,2026-02-08,A0317,RM011,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,83,Yes,Yes,7.0,78
AC000304,2025-08-23,A0108,RM008,Webinar,Senior Direct Lending Fund VI,Private Credit,52,No,No,,50
AC000305,2025-08-31,A0029,RM002,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,74,Yes,Yes,24.0,35
AC000306,2025-07-31,A0018,RM007,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,80,Yes,Yes,14.0,33
AC000307,2026-04-25,A0177,RM014,Product Education,Direct Lending Income Fund V,Private Credit,51,No,No,,49
AC000308,2025-11-21,A0249,RM001,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,73,Yes,Yes,18.0,36
AC000309,2025-08-14,A0345,RM016,Webinar,Opportunistic Real Estate Fund VI,Real Estate,50,Yes,Yes,8.0,53
AC000310,2025-12-08,A0039,RM001,Follow-up Call,Opportunistic Credit Fund II,Private Credit,77,Yes,Yes,21.0,33
AC000311,2025-10-16,A0071,RM003,Intro Call,Core Infrastructure Income Fund III,Infrastructure,37,No,No,,44
AC000312,2026-04-05,A0211,RM006,Webinar,Opportunistic Credit Fund II,Private Credit,77,Yes,No,21.0,49
AC000313,2026-03-02,A0142,RM013,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,64,No,No,,40
AC000314,2025-08-19,A0193,RM004,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,88,Yes,Yes,20.0,77
AC000315,2026-04-19,A0370,RM009,Intro Call,Global Infrastructure Partners IV,Infrastructure,41,Yes,No,8.0,42
AC000316,2026-02-12,A0219,RM011,Product Education,Opportunistic Credit Fund II,Private Credit,50,Yes,Yes,27.0,39
AC000317,2025-11-02,A0165,RM011,Webinar,Core Infrastructure Income Fund III,Infrastructure,87,No,No,,62
AC000318,2025-08-23,A0398,RM007,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,94,Yes,Yes,8.0,105
AC000319,2025-07-07,A0026,RM011,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,64,Yes,Yes,7.0,65
AC000320,2025-06-22,A0373,RM005,Due Diligence Meeting,Opportunistic Real Estate Fund VI,Real Estate,62,Yes,Yes,14.0,53
AC000321,2026-02-26,A0200,RM007,Intro Call,Opportunistic Credit Fund II,Private Credit,65,Yes,Yes,14.0,34
AC000322,2025-06-08,A0200,RM007,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,78,Yes,No,9.0,114
AC000323,2026-01-09,A0370,RM009,Follow-up Call,Growth Equity Partners III,Private Equity,71,Yes,Yes,2.0,15
AC000324,2025-09-05,A0201,RM008,Due Diligence Meeting,Core Infrastructure Income Fund III,Infrastructure,100,No,No,,73
AC000325,2025-12-16,A0174,RM016,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,77,No,No,,77
AC000326,2026-02-19,A0102,RM002,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,52,Yes,No,12.0,30
AC000327,2025-11-02,A0267,RM007,Intro Call,Core Infrastructure Income Fund III,Infrastructure,66,Yes,Yes,29.0,48
AC000328,2025-09-23,A0229,RM002,Webinar,Senior Direct Lending Fund VI,Private Credit,29,Yes,No,2.0,50
AC000329,2025-05-25,A0078,RM016,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,85,No,No,,75
AC000330,2025-11-02,A0288,RM015,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,68,No,No,,77
AC000331,2025-09-23,A0259,RM007,Follow-up Call,Real Estate Income Fund II,Real Estate,76,Yes,No,28.0,40
AC000332,2025-11-23,A0155,RM011,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,64,No,No,,92
AC000333,2026-03-30,A0003,RM001,Webinar,Value-Add Real Estate Fund IV,Real Estate,40,Yes,No,27.0,46
AC000334,2025-05-22,A0180,RM008,Product Education,Private Equity Buyout Fund VII,Private Equity,61,Yes,No,25.0,28
AC000335,2026-04-18,A0005,RM006,Product Education,Senior Direct Lending Fund VI,Private Credit,76,No,No,,34
AC000336,2025-07-22,A0030,RM009,Follow-up Call,Real Estate Income Fund II,Real Estate,79,Yes,No,12.0,46
AC000337,2026-03-16,A0173,RM016,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,58,No,No,,86
AC000338,2026-01-10,A0031,RM010,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,54,No,No,,36
AC000339,2025-05-09,A0104,RM011,In-person Meeting,Opportunistic Credit Fund II,Private Credit,85,No,No,,71
AC000340,2026-04-10,A0265,RM001,Portfolio Review,Senior Direct Lending Fund VI,Private Credit,65,Yes,Yes,5.0,91
AC000341,2026-02-07,A0117,RM010,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,45,No,No,,72
AC000342,2025-08-30,A0400,RM006,Product Education,Opportunistic Credit Fund II,Private Credit,96,Yes,Yes,2.0,45
AC000343,2025-08-09,A0367,RM002,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,64,Yes,Yes,28.0,84
AC000344,2025-07-24,A0234,RM008,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,81,No,No,,29
AC000345,2025-09-21,A0389,RM004,Portfolio Review,Private Equity Buyout Fund VII,Private Equity,61,Yes,No,19.0,44
AC000346,2026-02-15,A0344,RM001,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,72,Yes,Yes,9.0,27
AC000347,2025-07-19,A0121,RM010,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,70,Yes,Yes,21.0,33
AC000348,2026-01-22,A0305,RM007,Product Education,Real Estate Income Fund II,Real Estate,64,Yes,Yes,8.0,20
AC000349,2025-12-13,A0049,RM011,Webinar,Direct Lending Income Fund V,Private Credit,47,Yes,No,21.0,42
AC000350,2025-11-18,A0277,RM006,Due Diligence Meeting,Growth Equity Partners III,Private Equity,98,No,No,,62
AC000351,2025-08-09,A0196,RM009,Portfolio Review,Opportunistic Credit Fund II,Private Credit,77,Yes,Yes,24.0,87
AC000352,2025-11-16,A0009,RM010,Portfolio Review,Opportunistic Credit Fund II,Private Credit,77,Yes,Yes,25.0,74
AC000353,2025-06-14,A0103,RM005,Intro Call,Direct Lending Income Fund V,Private Credit,34,Yes,No,17.0,19
AC000354,2025-09-11,A0383,RM010,Webinar,Opportunistic Credit Fund II,Private Credit,49,No,No,,37
AC000355,2025-05-22,A0120,RM009,Webinar,Real Estate Income Fund II,Real Estate,68,Yes,Yes,21.0,51
AC000356,2025-08-07,A0065,RM005,Follow-up Call,Real Estate Income Fund II,Real Estate,76,Yes,Yes,9.0,38
AC000357,2026-03-08,A0069,RM016,Follow-up Call,Growth Equity Partners III,Private Equity,73,Yes,Yes,21.0,47
AC000358,2025-07-08,A0192,RM004,In-person Meeting,Direct Lending Income Fund V,Private Credit,99,No,No,,82
AC000359,2025-05-12,A0341,RM002,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,71,Yes,No,16.0,49
AC000360,2025-10-22,A0307,RM014,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,53,No,No,,45
AC000361,2025-11-04,A0174,RM016,Product Education,Real Estate Income Fund II,Real Estate,63,No,No,,45
AC000362,2025-10-31,A0076,RM007,In-person Meeting,Direct Lending Income Fund V,Private Credit,55,Yes,Yes,15.0,108
AC000363,2025-05-09,A0022,RM003,Webinar,Core Infrastructure Income Fund III,Infrastructure,52,Yes,Yes,9.0,42
AC000364,2025-10-27,A0186,RM006,Webinar,Senior Direct Lending Fund VI,Private Credit,55,No,No,,53
AC000365,2025-09-01,A0331,RM013,Follow-up Call,Real Estate Income Fund II,Real Estate,58,No,No,,44
AC000366,2025-12-23,A0296,RM001,Product Education,Opportunistic Real Estate Fund VI,Real Estate,50,No,No,,34
AC000367,2025-09-05,A0160,RM002,Product Education,Senior Direct Lending Fund VI,Private Credit,70,Yes,No,16.0,29
AC000368,2026-03-02,A0238,RM015,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,53,No,No,,40
AC000369,2025-08-08,A0174,RM016,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,61,Yes,Yes,24.0,59
AC000370,2025-10-02,A0233,RM004,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,62,Yes,Yes,22.0,112
AC000371,2026-01-12,A0204,RM004,Intro Call,Core Infrastructure Income Fund III,Infrastructure,45,No,No,,34
AC000372,2025-11-15,A0276,RM005,Product Education,Direct Lending Income Fund V,Private Credit,91,Yes,Yes,17.0,49
AC000373,2026-03-05,A0201,RM008,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,90,Yes,Yes,17.0,37
AC000374,2026-03-02,A0377,RM013,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,65,No,No,,69
AC000375,2025-08-28,A0172,RM009,In-person Meeting,Direct Lending Income Fund V,Private Credit,56,No,No,,81
AC000376,2026-03-23,A0008,RM010,Due Diligence Meeting,Senior Direct Lending Fund VI,Private Credit,78,Yes,Yes,6.0,93
AC000377,2025-12-16,A0090,RM014,In-person Meeting,Real Estate Income Fund II,Real Estate,68,Yes,No,27.0,54
AC000378,2025-05-18,A0199,RM014,Follow-up Call,Growth Equity Partners III,Private Equity,59,Yes,Yes,27.0,27
AC000379,2025-11-21,A0215,RM005,Follow-up Call,Direct Lending Income Fund V,Private Credit,66,No,No,,37
AC000380,2025-11-12,A0221,RM001,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,73,No,No,,69
AC000381,2026-02-04,A0290,RM015,Portfolio Review,Opportunistic Credit Fund II,Private Credit,70,No,No,,12
AC000382,2025-12-07,A0103,RM005,Portfolio Review,Private Equity Buyout Fund VII,Private Equity,46,Yes,Yes,8.0,62
AC000383,2026-04-10,A0271,RM014,Webinar,Core Infrastructure Income Fund III,Infrastructure,49,Yes,Yes,7.0,63
AC000384,2026-01-11,A0285,RM011,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,50,No,No,,36
AC000385,2025-05-15,A0162,RM015,Intro Call,Opportunistic Credit Fund II,Private Credit,57,Yes,No,14.0,44
AC000386,2025-05-01,A0157,RM016,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,80,No,No,,58
AC000387,2025-12-10,A0064,RM011,Follow-up Call,Direct Lending Income Fund V,Private Credit,55,No,No,,48
AC000388,2026-02-28,A0165,RM011,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,97,Yes,No,28.0,72
AC000389,2025-07-14,A0322,RM006,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,69,No,No,,86
AC000390,2025-12-30,A0363,RM012,Webinar,Senior Direct Lending Fund VI,Private Credit,82,Yes,Yes,13.0,48
AC000391,2025-06-27,A0238,RM015,In-person Meeting,Real Estate Income Fund II,Real Estate,59,Yes,Yes,13.0,69
AC000392,2025-08-09,A0113,RM003,Webinar,Opportunistic Real Estate Fund VI,Real Estate,55,No,No,,49
AC000393,2026-02-09,A0276,RM005,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,75,No,No,,41
AC000394,2025-11-30,A0300,RM008,Webinar,Private Equity Buyout Fund VII,Private Equity,55,Yes,Yes,9.0,58
AC000395,2025-10-02,A0127,RM014,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,77,Yes,No,7.0,29
AC000396,2025-08-13,A0335,RM006,Intro Call,Senior Direct Lending Fund VI,Private Credit,37,No,No,,38
AC000397,2026-04-06,A0029,RM002,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,63,Yes,Yes,21.0,72
AC000398,2025-08-23,A0006,RM012,Intro Call,Growth Equity Partners III,Private Equity,82,Yes,Yes,3.0,22
AC000399,2026-03-04,A0045,RM016,Intro Call,Global Infrastructure Partners IV,Infrastructure,47,Yes,No,3.0,47
AC000400,2025-10-04,A0055,RM006,Webinar,Real Estate Income Fund II,Real Estate,53,Yes,Yes,13.0,48
AC000401,2025-08-23,A0349,RM014,Intro Call,Opportunistic Credit Fund II,Private Credit,80,No,No,,36
AC000402,2025-12-03,A0171,RM016,Product Education,Opportunistic Real Estate Fund VI,Real Estate,59,No,No,,39
AC000403,2025-11-07,A0104,RM011,Intro Call,Core Infrastructure Income Fund III,Infrastructure,68,Yes,Yes,28.0,37
AC000404,2026-04-19,A0173,RM016,In-person Meeting,Direct Lending Income Fund V,Private Credit,61,No,No,,75
AC000405,2026-03-31,A0154,RM002,Portfolio Review,Growth Equity Partners III,Private Equity,70,Yes,Yes,25.0,119
AC000406,2025-11-11,A0115,RM012,Intro Call,Real Estate Income Fund II,Real Estate,64,Yes,No,14.0,20
AC000407,2025-11-19,A0049,RM011,In-person Meeting,Real Estate Income Fund II,Real Estate,57,Yes,Yes,11.0,62
AC000408,2026-04-22,A0265,RM001,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,58,No,No,,29
AC000409,2025-12-03,A0048,RM007,In-person Meeting,Opportunistic Credit Fund II,Private Credit,77,Yes,Yes,27.0,76
AC000410,2025-07-10,A0316,RM001,Webinar,Value-Add Real Estate Fund IV,Real Estate,50,Yes,No,11.0,57
AC000411,2026-02-12,A0073,RM002,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,72,Yes,Yes,10.0,58
AC000412,2025-05-01,A0297,RM006,Intro Call,Growth Equity Partners III,Private Equity,65,Yes,Yes,24.0,55
AC000413,2025-10-27,A0326,RM014,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,48,No,No,,31
AC000414,2026-04-27,A0045,RM016,Portfolio Review,Direct Lending Income Fund V,Private Credit,55,Yes,Yes,8.0,70
AC000415,2026-01-11,A0032,RM001,Follow-up Call,Direct Lending Income Fund V,Private Credit,68,No,No,,35
